iShares Russell 3000 ETF
Fund Holdings as of,"Nov 09, 2021"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MTZ","MASTEC INC","Industrials","Equity","1,458,459.12","0.01","1,458,459.12","15,112.00","96.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","1,456,798.75","0.01","1,456,798.75","5,555.00","262.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRC","SPIRIT REALTY CAPITAL REIT INC","Real Estate","Equity","1,454,668.38","0.01","1,454,668.38","29,821.00","48.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFPI","UFP INDUSTRIES INC","Industrials","Equity","1,454,835.31","0.01","1,454,835.31","16,463.00","88.37","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","1,454,007.30","0.01","1,454,007.30","9,626.00","151.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","1,443,001.56","0.01","1,443,001.56","45,708.00","31.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLY","FASTLY INC CLASS A","Information Technology","Equity","1,443,735.90","0.01","1,443,735.90","28,143.00","51.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","1,442,893.92","0.01","1,442,893.92","11,708.00","123.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","1,443,573.71","0.01","1,443,573.71","14,221.00","101.51","United States","NASDAQ","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","1,440,171.36","0.01","1,440,171.36","56,016.00","25.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","1,436,672.46","0.01","1,436,672.46","16,054.00","89.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","1,437,264.15","0.01","1,437,264.15","18,751.00","76.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","1,437,324.35","0.01","1,437,324.35","14,035.00","102.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","1,424,672.00","0.01","1,424,672.00","42,200.00","33.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","1,423,740.50","0.01","1,423,740.50","37,765.00","37.70","United States","NASDAQ","USD","1.00","USD","-"
"MMS","MAXIMUS INC","Information Technology","Equity","1,421,203.04","0.01","1,421,203.04","16,568.00","85.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","1,420,238.25","0.01","1,420,238.25","28,605.00","49.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDFN","REDFIN CORP","Real Estate","Equity","1,417,546.58","0.01","1,417,546.58","27,271.00","51.98","United States","NASDAQ","USD","1.00","USD","-"
"CHX","CHAMPIONX CORP","Energy","Equity","1,416,432.16","0.01","1,416,432.16","51,922.00","27.28","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","1,416,675.26","0.01","1,416,675.26","1,694.00","836.29","United States","NASDAQ","USD","1.00","USD","-"
"TRNO","TERRENO REALTY REIT CORP","Real Estate","Equity","1,416,254.24","0.01","1,416,254.24","18,736.00","75.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HFC","HOLLYFRONTIER CORP","Energy","Equity","1,415,554.68","0.01","1,415,554.68","41,683.00","33.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPWK","UPWORK INC","Industrials","Equity","1,407,291.60","0.01","1,407,291.60","30,680.00","45.87","United States","NASDAQ","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","1,403,887.30","0.01","1,403,887.30","34,810.00","40.33","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,394,531.68","0.01","1,394,531.68","66,533.00","20.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","1,394,091.27","0.01","1,394,091.27","36,107.00","38.61","United States","NASDAQ","USD","1.00","USD","-"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Health Care","Equity","1,384,668.96","0.01","1,384,668.96","19,464.00","71.14","United States","NASDAQ","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","1,383,163.60","0.01","1,383,163.60","13,351.00","103.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","1,375,798.58","0.01","1,375,798.58","89,687.00","15.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","1,374,830.36","0.01","1,374,830.36","12,763.00","107.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIT","CIT GROUP INC","Financials","Equity","1,374,788.66","0.01","1,374,788.66","27,419.00","50.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","1,372,175.40","0.01","1,372,175.40","23,460.00","58.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STL","STERLING BANCORP","Financials","Equity","1,370,689.50","0.01","1,370,689.50","50,955.00","26.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESNT","ESSENT GROUP LTD","Financials","Equity","1,371,129.57","0.01","1,371,129.57","29,493.00","46.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPS","GAP INC","Consumer Discretionary","Equity","1,368,916.50","0.01","1,368,916.50","53,683.00","25.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,368,842.72","0.01","1,368,842.72","16,916.00","80.92","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","1,367,047.94","0.01","1,367,047.94","31,918.00","42.83","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","1,365,767.20","0.01","1,365,767.20","34,841.00","39.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","1,361,260.32","0.01","1,361,260.32","21,323.00","63.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","1,356,645.15","0.01","1,356,645.15","5,033.00","269.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","1,351,695.40","0.01","1,351,695.40","10,732.00","125.95","United States","NASDAQ","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","1,350,653.67","0.01","1,350,653.67","25,393.00","53.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AQUA","EVOQUA WATER TECHNOLOGIES CORP","Industrials","Equity","1,346,237.55","0.01","1,346,237.55","29,817.00","45.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","1,344,873.74","0.01","1,344,873.74","24,106.00","55.79","United States","NASDAQ","USD","1.00","USD","-"
"PINC","PREMIER INC CLASS A","Health Care","Equity","1,344,478.98","0.01","1,344,478.98","33,042.00","40.69","United States","NASDAQ","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","1,343,392.82","0.01","1,343,392.82","22,658.00","59.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPSC","SPS COMMERCE INC","Information Technology","Equity","1,343,031.90","0.01","1,343,031.90","9,202.00","145.95","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","1,339,618.67","0.01","1,339,618.67","11,063.00","121.09","United States","NASDAQ","USD","1.00","USD","-"
"FL","FOOT LOCKER INC","Consumer Discretionary","Equity","1,333,884.51","0.01","1,333,884.51","24,381.00","54.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMX","TERMINIX GLOBAL HOLDINGS INC","Consumer Discretionary","Equity","1,333,160.50","0.01","1,333,160.50","33,122.00","40.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNVR","UNIVAR SOLUTIONS INC","Industrials","Equity","1,323,270.96","0.01","1,323,270.96","46,398.00","28.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","1,323,693.28","0.01","1,323,693.28","20,839.00","63.52","United States","NASDAQ","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","1,323,262.50","0.01","1,323,262.50","14,910.00","88.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","Industrials","Equity","1,322,184.64","0.01","1,322,184.64","83,104.00","15.91","United States","NASDAQ","USD","1.00","USD","-"
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Industrials","Equity","1,316,692.32","0.01","1,316,692.32","28,426.00","46.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGNA","TEGNA INC","Communication","Equity","1,315,067.06","0.01","1,315,067.06","61,538.00","21.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBSI","UNITED BANKSHARES INC","Financials","Equity","1,314,682.56","0.01","1,314,682.56","34,308.00","38.32","United States","NASDAQ","USD","1.00","USD","-"
"SI","SILVERGATE CAPITAL CLASS A CORP","Financials","Equity","1,313,304.60","0.01","1,313,304.60","6,452.00","203.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","1,313,880.32","0.01","1,313,880.32","14,272.00","92.06","United States","NASDAQ","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","1,313,796.82","0.01","1,313,796.82","14,371.00","91.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","1,303,298.34","0.01","1,303,298.34","21,787.00","59.82","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NRZ","NEW RESIDENTIAL INVESTMENT REIT CO","Financials","Equity","1,298,823.12","0.01","1,298,823.12","113,832.00","11.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","1,297,133.42","0.01","1,297,133.42","7,733.00","167.74","United States","NASDAQ","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","Health Care","Equity","1,294,826.88","0.01","1,294,826.88","28,596.00","45.28","United States","NASDAQ","USD","1.00","USD","-"
"UMPQ","UMPQUA HOLDINGS CORP","Financials","Equity","1,293,092.73","0.01","1,293,092.73","59,617.00","21.69","United States","NASDAQ","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE INC","Health Care","Equity","1,290,812.64","0.01","1,290,812.64","12,304.00","104.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIVN","LIVANOVA PLC","Health Care","Equity","1,289,178.80","0.01","1,289,178.80","13,910.00","92.68","United States","NASDAQ","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","1,289,197.44","0.01","1,289,197.44","14,832.00","86.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","1,286,351.01","0.01","1,286,351.01","22,167.00","58.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","1,282,649.04","0.01","1,282,649.04","20,628.00","62.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","1,282,774.49","0.01","1,282,774.49","24,217.00","52.97","United States","NASDAQ","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","1,282,494.45","0.01","1,282,494.45","28,255.00","45.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","1,278,677.12","0.01","1,278,677.12","27,328.00","46.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MXL","MAXLINEAR INC","Information Technology","Equity","1,278,666.56","0.01","1,278,666.56","18,904.00","67.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRFT","PERFICIENT INC","Information Technology","Equity","1,268,660.82","0.01","1,268,660.82","8,557.00","148.26","United States","NASDAQ","USD","1.00","USD","-"
"MUR","MURPHY OIL CORP","Energy","Equity","1,261,959.86","0.01","1,261,959.86","41,254.00","30.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENV","ENVESTNET INC","Information Technology","Equity","1,257,915.00","0.01","1,257,915.00","14,799.00","85.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATKR","ATKORE INC","Industrials","Equity","1,256,951.15","0.01","1,256,951.15","12,011.00","104.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CADE","CADENCE BANK","Financials","Equity","1,256,539.98","0.01","1,256,539.98","39,489.00","31.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAZ","LAZARD LTD CLASS A","Financials","Equity","1,256,176.31","0.01","1,256,176.31","26,597.00","47.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","1,254,156.75","0.01","1,254,156.75","50,673.00","24.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AYX","ALTERYX INC CLASS A","Information Technology","Equity","1,253,622.24","0.01","1,253,622.24","15,639.00","80.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","1,251,756.45","0.01","1,251,756.45","36,505.00","34.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRI","HERC HOLDINGS INC","Industrials","Equity","1,251,004.30","0.01","1,251,004.30","6,370.00","196.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUM","SUMMIT MATERIALS INC CLASS A","Materials","Equity","1,249,665.89","0.01","1,249,665.89","32,183.00","38.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LTHM","LIVENT CORP","Materials","Equity","1,249,614.24","0.01","1,249,614.24","39,746.00","31.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DEN","DENBURY INC","Energy","Equity","1,249,792.13","0.01","1,249,792.13","13,997.00","89.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","1,247,309.82","0.01","1,247,309.82","20,441.00","61.02","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDEL CORP","Health Care","Equity","1,245,971.43","0.01","1,245,971.43","10,197.00","122.19","United States","NASDAQ","USD","1.00","USD","-"
"LHCG","LHC GROUP INC","Health Care","Equity","1,245,681.49","0.01","1,245,681.49","8,249.00","151.01","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","1,243,509.02","0.01","1,243,509.02","23,854.00","52.13","United States","NASDAQ","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","1,243,134.80","0.01","1,243,134.80","12,724.00","97.70","United States","NASDAQ","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","1,243,280.18","0.01","1,243,280.18","15,578.00","79.81","United States","NASDAQ","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","1,244,202.18","0.01","1,244,202.18","16,809.00","74.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QLYS","QUALYS INC","Information Technology","Equity","1,243,279.44","0.01","1,243,279.44","8,892.00","139.82","United States","NASDAQ","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","1,241,946.00","0.01","1,241,946.00","25,320.00","49.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","1,241,322.15","0.01","1,241,322.15","7,905.00","157.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","1,240,962.24","0.01","1,240,962.24","5,152.00","240.87","United States","NASDAQ","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","Financials","Equity","1,239,578.42","0.01","1,239,578.42","23,806.00","52.07","United States","NASDAQ","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","1,234,822.54","0.01","1,234,822.54","11,039.00","111.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HASI","HANNON ARMSTRONG SUSTAINABLE INFRA","Financials","Equity","1,234,402.96","0.01","1,234,402.96","19,507.00","63.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","1,232,848.86","0.01","1,232,848.86","8,634.00","142.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
